Slug,Название вина,Категория,Цвет,Регион,Сорт винограда,Описание,Винодельня,Название фото,S3_Key,Signed_Image_URL,Sweetness,Body,Acidity,Oak,Aroma_Tags,Flavor_Tags,Pairings
shato-taman-par-la-mer-sovinon,Шато Тамань. Пар Ла Мер. Совиньон,Белое,Бледно-лимонный с зеленоватым оттенком,Кубань,Совиньон Блан,"Вкус прекрасно сбалансированный и сочный, минеральное послевкусие. В аромате ноты крыжовника и чёрной смородины, травы и цитрусовые.

Сбор винограда осуществляется на сахарах 21-23%, прессование винограда проходит в мягком режиме (чтобы не экстрагировать полифенолы из кожицы винограда), осветление сусла проводится с помощью технологического способа – флотация. Затем проводится брожение в емкостях из нержавеющей стали при температуре 16-18 °С. После брожения производится съем с дрожжевого осадка с дальнейшим проведением батонажа на тонком дрожжевом осадке не менее 4 месяцев. Без выдержки.",Кубань-Вино,ШТ_ParLaMer_Белое сух_2024 ГУ Normal.webp,catalog/ШТ_ParLaMer_Белое сух_2024 ГУ Normal.webp,https://firsts3.ru/wine-hack/catalog/%D0%A8%D0%A2_ParLaMer_%D0%91%D0%B5%D0%BB%D0%BE%D0%B5%20%D1%81%D1%83%D1%85_2024%20%D0%93%D0%A3%20Normal.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=l%2FrEK4%2FI8PfADqjoI6eZOT6OZPc%3D&Expires=2105631334,1.2,2.2,4.5,4.2,"полевые травы, кожа, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
shato-taman-par-la-mer-czvajgelt,Шато Тамань. Пар Ла Мер. Цвайгельт,Красное,От красно-рубинового до темно-гранатового,Кубань,Цвайгельт,"Вкус фруктовые ноты с мягкими танинами в послевкусии. В аромате фруктовые оттенки черешни и физалиса, тона розового крыжовника со сливочными нотами.

Сбор винограда осуществляется на сахарах 21-23%. Переработка проводится по «красному способу». После дробления винограда, полученную мезгу сульфитируют до 50 (свободная) и оправляют на брожение на чистых культурах дрожжей, в емкостях из нержавеющей стали при температуре до 25 °C, с регулярным орошением «шапки» мезги. После брожения производится съем виноматериала с дрожжевого осадка и внесение чистой культуры бактерий для ЯМБ. Без выдержки.",Кубань-Вино,ШТ_ParLaMer_крас сух_2024 ГУ Normal.webp,catalog/ШТ_ParLaMer_крас сух_2024 ГУ Normal.webp,https://firsts3.ru/wine-hack/catalog/%D0%A8%D0%A2_ParLaMer_%D0%BA%D1%80%D0%B0%D1%81%20%D1%81%D1%83%D1%85_2024%20%D0%93%D0%A3%20Normal.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=T7%2FzBSorCw003ut%2B%2B09nJOfdpBc%3D&Expires=2105631334,1.2,4.0,3.0,4.2,черешня,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
shato-taman-saperavi,Шато Тамань. Саперави,Красное,От рубинового до тёмно-гранатового,Кубань,Саперави,"Вкус чистый, полный, свежий, гармоничный. В аромате черносмородиновые и шоколадные тона.

Брожение на мезге винограда Саперави в винификаторах Ганимед. Проведение яблочно-молочного брожения после окончания спиртового брожения.",Кубань-Вино,Saperavi_1fe8cca7fc.webp,catalog/Saperavi_1fe8cca7fc.webp,https://firsts3.ru/wine-hack/catalog/Saperavi_1fe8cca7fc.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=%2FGFxY9yzYkPbIqbNtgO5p0ehEJE%3D&Expires=2105631334,1.2,4.0,3.0,2.5,"черная смородина, яблоко, шоколад",шоколад,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
shato-taman-shardone,Шато Тамань. Шардоне,Белое,От светло-соломенного до соломенного,Кубань,Шардоне,"Вкус лёгкий, с освежающим послевкусием. В аромате цветочные и фруктовые ноты.

Кратковременный настой в прессах с предварительным охлаждением мезги винограда Шардоне. Флотация периодического действия. Брожение при контролируемой температуре 16-18 °С. Без выдержки.",Кубань-Вино,Shardone_ada18c9eae.webp,catalog/Shardone_ada18c9eae.webp,https://firsts3.ru/wine-hack/catalog/Shardone_ada18c9eae.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=XKRzsbvKym2sbpffe7p3GkfL2dE%3D&Expires=2105631334,1.2,2.2,3.8,4.2,,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
andryus-yutsis-shenen-blan-beloe-suhoe-12,Шенен Блан,Белое,Интенсивный золотисто-соломенный,Крым,Шенен Блан,"Вкус: С яркой, сочной кислотностью и продолжительным пряно-фруктовым послевкусием. Привлекательный, с нотами спелой айвы, груши, жимолости и имбиря с медом.",Andryus Yutsis,andryus_yutsis_shenen_blan_beloe_suhoe_12_88fa29c996.webp,catalog/andryus_yutsis_shenen_blan_beloe_suhoe_12_88fa29c996.webp,https://firsts3.ru/wine-hack/catalog/andryus_yutsis_shenen_blan_beloe_suhoe_12_88fa29c996.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=jzrQoaWGVb8FXlhyoNK8uZ2YGxc%3D&Expires=2105631334,1.2,2.2,3.8,1.3,"груша, айва, мед",,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
chateau-cachalot-shenen-blan-beloe-suhoe-113,Шенен Блан,Белое,Сверкающий золотисто-соломенный,Крым,Шенен Блан,"Вкус: Мягкий, с насыщенным сливочными нотами и оттенками айвы, персиков, цитрусов и жёлтых фруктов, с лёгкой горчинкой в послевкусии. Нежный, с нотами груши, персика, ванили и яблок.",Chateau Cachalot,chateau_cachalot_shenen_blan_beloe_suhoe_113_f51452cd7b.webp,catalog/chateau_cachalot_shenen_blan_beloe_suhoe_113_f51452cd7b.webp,https://firsts3.ru/wine-hack/catalog/chateau_cachalot_shenen_blan_beloe_suhoe_113_f51452cd7b.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=sI7XC8inHAkm3yXCwPuJRmmiXSg%3D&Expires=2105631334,1.2,2.2,3.8,1.3,"груша, персик, айва, ваниль",ваниль,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
aromatnoe-shenen-blan-beloe-suhoe-13,Шенен Блан,Белое,Вино бледно-лимонного цвета с золотистыми бликами.,Крым,Шенен Блан,"В аромате сладкие цветочно-фруктовые ноты: сушеные яблоки, айва, персики, цветы вишни. Легкий, простой вкус со сглаженной кислотностью и фруктовым наполнением: желтая слива, зеленое яблоко, белая черешня.",Ароматное,aromatnoe_shenen_blan_beloe_suhoe_13_292ec223ed.webp,catalog/aromatnoe_shenen_blan_beloe_suhoe_13_292ec223ed.webp,https://firsts3.ru/wine-hack/catalog/aromatnoe_shenen_blan_beloe_suhoe_13_292ec223ed.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=aPfJd%2Fyb%2BquZ5WbNMbPHppUauT4%3D&Expires=2105631334,1.2,2.2,3.8,1.3,"вишня, черешня, слива, зеленое яблоко, яблоко, персик, айва",слива,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
esse-shenen-blan-beloe-suhoe-13,Шенен Блан,Белое,Бледно-зеленый,Крым,Шенен Блан,"Вкус: Легкий, минеральный, с освежающей кислотностью и фруктово-цветочными оттенками. Тонкий, многогранный. Преобладают белые цветы акации, нектарин и ананас.",ESSE,esse_shenen_blan_beloe_suhoe_13_98cc04b8dc.webp,catalog/esse_shenen_blan_beloe_suhoe_13_98cc04b8dc.webp,https://firsts3.ru/wine-hack/catalog/esse_shenen_blan_beloe_suhoe_13_98cc04b8dc.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=NAUccyI31XOE3Elto3NzFsP%2FkVA%3D&Expires=2105631334,1.2,2.2,4.5,1.3,"белые цветы, акация, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
skalistyy-bereg-shyopot-tsvetov-risling-beloe-suhoe-109,Шёпот цветов,Белое,Светло-соломенный,Кубань,"Рислинг, Совиньон Блан","В аромате оттенки дюшеса, весенних цветов, цитрусовых фруктов. Вкус свежий, сбалансированный, с приятной гастрономичной кислотностью, оттенками крыжовника, киви и длительным цитрусовым послевкусием.",Скалистый берег,skalistyy_bereg_shyopot_tsvetov_risling_beloe_suhoe_109_837159c193.webp,catalog/skalistyy_bereg_shyopot_tsvetov_risling_beloe_suhoe_109_837159c193.webp,https://firsts3.ru/wine-hack/catalog/skalistyy_bereg_shyopot_tsvetov_risling_beloe_suhoe_109_837159c193.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=kkJ4Xb4B%2BGDEMtleDv1jP93IFeQ%3D&Expires=2105631334,1.2,2.2,3.8,1.3,,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
soyuz-vino-sheremetevskie-pogreba-beloe-polusladkoe-belye-sorta-vinograda-11,Шереметьевские Погреба Белое Полусладкое,Белое,Вино блестящего золотистого цвета.,Кубань,Белые сорта винограда,"Простой, легкий вкус вина демонстрирует приятную сладость и нежную кислинку. Освежающее послевкусие наполнено нотками садовых фруктов и цветочного нектара.",Союз-Вино,soyuz_vino_sheremetevskie_pogreba_beloe_polusladkoe_belye_sorta_vinograda_11_57623452c6.webp,catalog/soyuz_vino_sheremetevskie_pogreba_beloe_polusladkoe_belye_sorta_vinograda_11_57623452c6.webp,https://firsts3.ru/wine-hack/catalog/soyuz_vino_sheremetevskie_pogreba_beloe_polusladkoe_belye_sorta_vinograda_11_57623452c6.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=dkc82RtBjxyxClKckCK%2BcklS4gs%3D&Expires=2105631334,3.5,2.2,4.5,1.3,,,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами; Десерты: Тарт с грушей или ягодный чизкейк
